1.56608e+00, 1.64714e+00, -2.94945e-02, 1.00000e+00, 2.90803e-01
1.55431e+00, 1.64714e+00, -3.33285e-02, 9.89534e-01, 1.77629e-01
1.55282e+00, 1.64714e+00, -3.37323e-02, 9.88210e-01, 1.64710e-01
1.54838e+00, 1.64714e+00, -3.30800e-02, 9.84264e-01, 1.58116e-01
1.54143e+00, 1.64714e+00, -3.20538e-02, 9.78079e-01, 1.45796e-01
1.53603e+00, 1.64714e+00, -3.14372e-02, 9.73281e-01, 1.94113e-01
1.52373e+00, 1.64714e+00, -3.00573e-02, 9.62347e-01, 2.94718e-01
1.51466e+00, 1.64714e+00, -2.93325e-02, 9.54283e-01, 3.44146e-01
1.51255e+00, 1.64714e+00, -2.91687e-02, 9.52409e-01, 3.51972e-01
1.50219e+00, 1.64714e+00, -2.84933e-02, 9.43190e-01, 3.53177e-01
1.48854e+00, 1.64714e+00, -2.80014e-02, 9.31058e-01, 3.78909e-01
1.48251e+00, 1.64714e+00, -2.78147e-02, 9.25698e-01, 3.92495e-01
1.47643e+00, 1.64714e+00, -2.78649e-02, 9.20294e-01, 3.89737e-01
1.46380e+00, 1.64714e+00, -2.79698e-02, 9.09058e-01, 3.85638e-01
1.45020e+00, 1.64714e+00, -2.84069e-02, 8.96967e-01, 3.85206e-01
1.44806e+00, 1.64714e+00, -2.84760e-02, 8.95064e-01, 3.85214e-01
1.44520e+00, 1.64714e+00, -2.86483e-02, 8.92526e-01, 3.85279e-01
1.43236e+00, 1.64714e+00, -2.94208e-02, 8.81110e-01, 3.80607e-01
1.42538e+00, 1.64714e+00, -2.99612e-02, 8.74902e-01, 3.74260e-01
1.41742e+00, 1.64714e+00, -3.05780e-02, 8.67826e-01, 3.61663e-01
1.40941e+00, 1.64714e+00, -3.13129e-02, 8.60706e-01, 3.53437e-01
1.40403e+00, 1.64714e+00, -3.18019e-02, 8.55920e-01, 3.47020e-01
1.39900e+00, 1.64714e+00, -3.23490e-02, 8.51451e-01, 3.38626e-01
1.39055e+00, 1.64714e+00, -3.32683e-02, 8.43932e-01, 3.22940e-01
1.37873e+00, 1.64714e+00, -3.45938e-02, 8.33423e-01, 3.04134e-01
1.37466e+00, 1.64714e+00, -3.50764e-02, 8.29807e-01, 3.01436e-01
1.36283e+00, 1.64714e+00, -3.65677e-02, 8.19291e-01, 2.87818e-01
1.36065e+00, 1.64714e+00, -3.68554e-02, 8.17348e-01, 2.83622e-01
1.34727e+00, 1.64714e+00, -3.86976e-02, 8.05455e-01, 2.60128e-01
1.34529e+00, 1.64714e+00, -3.89707e-02, 8.03690e-01, 2.56610e-01
1.34497e+00, 1.64714e+00, -3.90136e-02, 8.03413e-01, 2.55920e-01
1.34317e+00, 1.64714e+00, -3.92613e-02, 8.01812e-01, 2.52236e-01
1.32929e+00, 1.64714e+00, -4.11695e-02, 7.89471e-01, 2.22321e-01
1.32601e+00, 1.64714e+00, -4.16383e-02, 7.86549e-01, 2.18307e-01
1.31326e+00, 1.64714e+00, -4.35112e-02, 7.75212e-01, 1.99332e-01
1.30593e+00, 1.64714e+00, -4.46028e-02, 7.68695e-01, 1.84288e-01
1.29366e+00, 1.64714e+00, -4.65081e-02, 7.57791e-01, 1.60900e-01
1.28884e+00, 1.64714e+00, -4.72696e-02, 7.53507e-01, 1.50011e-01
1.28217e+00, 1.64714e+00, -4.83203e-02, 7.47573e-01, 1.35361e-01
1.27368e+00, 1.64714e+00, -4.96577e-02, 7.40022e-01, 1.17970e-01
1.25480e+00, 1.64714e+00, -5.26293e-02, 7.23243e-01, 8.35787e-02
1.25461e+00, 1.64714e+00, -5.26605e-02, 7.23067e-01, 8.32559e-02
1.25454e+00, 1.64714e+00, -5.26714e-02, 7.23006e-01, 8.31135e-02
